age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19.0,0,176806,8,5,0,10,2,0,1,0,0,40,0,0
39.0,0,107038,4,9,2,1,1,0,1,0,0,40,0,0
46.0,0,122194,1,10,0,1,0,0,0,7298,0,40,0,1
28.0,1,180928,4,9,2,4,1,0,1,0,0,40,0,0
62.0,0,143746,4,9,1,2,3,0,0,0,0,40,0,0
28.0,0,183523,6,12,2,8,1,0,1,0,0,35,0,0
35.0,3,179262,4,9,2,8,5,0,0,0,0,40,0,0
38.0,0,190759,4,9,0,1,2,0,1,0,0,42,0,0
53.0,2,200400,14,16,1,4,3,0,1,0,0,60,0,1
29.0,0,166320,0,13,0,5,2,0,1,0,0,50,0,1
17.0,0,205954,10,8,2,2,1,0,0,0,0,8,0,0
45.0,4,251786,4,9,2,8,3,0,0,0,0,37,0,0
20.0,0,166371,4,9,2,1,4,0,1,0,0,40,0,0
59.0,4,170423,4,9,0,2,2,0,1,0,0,40,0,0
37.0,0,393673,11,14,2,5,5,0,0,0,0,40,0,0
27.0,0,115438,1,10,2,6,1,0,1,0,0,40,0,0
29.0,0,173944,0,13,0,3,2,0,1,0,0,40,0,1
63.0,0,149756,13,6,0,1,2,0,1,0,1740,40,0,0
39.0,0,192251,1,10,1,1,1,0,0,0,0,50,0,1
20.0,0,163687,1,10,2,2,1,0,1,0,0,40,0,0
20.0,0,200421,4,9,2,1,3,0,1,0,0,35,0,0
53.0,2,368014,5,15,0,5,2,0,1,0,1977,60,0,1
35.0,3,191480,0,13,5,4,3,4,1,0,0,40,0,0
40.0,0,202466,4,9,1,4,3,0,0,0,0,60,0,0
35.0,0,141584,11,14,0,8,2,0,1,0,0,45,0,1
38.0,3,143123,11,14,0,4,2,0,1,0,0,40,0,1
47.0,0,122194,4,9,1,8,3,0,0,0,0,40,0,0
32.0,5,110171,1,10,0,5,0,0,0,0,1902,40,0,1
43.0,2,342510,0,13,0,9,0,0,0,0,0,60,0,1
20.0,0,42279,1,10,2,2,1,0,0,0,0,30,0,0
33.0,0,201122,4,9,3,0,3,0,1,0,0,40,0,0
23.0,0,254025,1,10,2,4,1,0,1,0,0,45,0,0
50.0,0,410114,5,15,0,4,2,0,1,15024,0,50,0,1
60.0,0,320422,1,10,1,0,3,0,0,6849,0,50,0,0
56.0,0,67153,14,16,0,4,2,0,1,0,0,60,0,1
37.0,0,224406,1,10,0,1,2,0,1,0,0,40,0,0
57.0,0,211678,13,6,1,8,3,0,1,0,0,64,0,0
22.0,0,257017,7,11,2,2,4,4,1,0,0,52,0,0
48.0,2,106232,5,15,0,5,2,0,1,99999,0,48,0,1
27.0,5,41115,1,10,0,1,2,4,1,0,0,40,0,0
18.0,1,161245,10,8,2,9,1,0,1,0,0,50,0,0
41.0,1,37618,6,12,0,1,2,0,1,0,0,60,0,1
33.0,0,321787,0,13,2,3,1,0,1,0,0,40,0,0
51.0,0,123011,4,9,5,7,3,0,1,0,0,50,0,0
33.0,4,66278,11,14,2,5,3,0,0,0,0,45,0,0
25.0,0,181054,0,13,2,8,3,0,0,0,0,32,0,0
55.0,1,129786,4,9,0,1,2,0,1,0,0,55,0,0
29.0,0,245402,3,7,1,2,3,0,0,0,0,70,0,0
41.0,0,240124,0,13,0,4,2,0,1,0,0,50,0,1
29.0,4,370675,11,14,2,5,3,0,0,0,0,50,0,0
39.0,1,34066,1,10,0,1,2,2,1,0,0,50,0,1
35.0,0,53553,1,10,0,3,2,0,1,7298,0,48,0,1
20.0,0,319758,1,10,2,6,3,0,0,0,0,40,0,0
41.0,0,43556,7,11,1,0,3,0,0,0,0,40,0,0
26.0,2,97952,0,13,2,4,1,0,1,0,0,80,0,0
44.0,0,244522,4,9,1,1,3,0,1,0,0,45,0,0
32.0,0,188108,4,9,0,1,2,0,1,0,0,55,0,0
35.0,0,187022,4,9,1,5,3,0,1,0,0,40,0,0
59.0,5,173422,9,4,0,1,2,0,1,5013,0,38,0,0
61.0,5,103575,1,10,1,1,3,0,1,0,0,40,5,0
20.0,0,116830,4,9,2,7,1,0,1,0,0,43,0,0
58.0,0,219504,10,8,1,10,5,4,1,0,0,45,0,1
48.0,1,102102,3,7,0,1,2,0,1,0,0,55,0,0
26.0,0,129661,0,13,2,8,3,1,0,0,0,40,0,0
28.0,5,189346,1,10,0,2,2,0,1,0,0,40,0,0
48.0,0,113211,0,13,0,1,2,0,1,99999,0,40,0,1
45.0,0,256866,4,9,0,5,2,0,1,0,0,45,0,1
18.0,0,186408,4,9,2,6,1,0,1,1055,0,40,0,0
23.0,0,50411,4,9,2,1,1,0,1,0,0,40,0,0
31.0,0,118941,1,10,2,4,3,0,0,0,0,40,0,1
35.0,0,99065,6,12,1,8,5,0,0,0,0,32,0,0
22.0,1,238917,4,9,2,6,3,0,1,0,0,40,0,0
32.0,1,220740,4,9,2,1,1,0,1,0,0,60,0,0
69.0,0,192660,4,9,4,8,5,0,0,0,0,20,0,0
39.0,0,56962,1,10,0,4,0,0,0,0,0,43,0,1
22.0,0,122048,0,13,2,8,1,0,0,4416,0,40,0,0
52.0,0,172511,11,14,0,4,2,0,1,0,0,36,0,0
44.0,0,186790,11,14,0,4,2,0,1,0,0,48,0,0
22.0,0,196280,6,12,2,2,1,0,0,0,0,40,0,0
49.0,0,61885,6,12,0,3,2,0,1,0,0,45,0,1
51.0,0,143822,4,9,0,3,2,0,1,0,0,50,0,1
27.0,0,315640,11,14,2,5,3,1,1,0,0,20,11,0
34.0,0,617917,0,13,0,3,2,0,1,0,1887,40,0,1
20.0,0,35448,1,10,2,8,1,0,0,0,0,12,0,0
22.0,0,124483,0,13,2,0,3,1,1,0,2339,40,7,0
68.0,0,230904,3,7,4,7,3,4,0,0,1870,35,0,0
31.0,0,164461,4,9,0,10,2,0,1,0,0,73,0,0
22.0,0,450695,4,9,2,2,3,0,1,0,0,30,0,0
28.0,0,166634,4,9,2,8,1,2,0,0,0,40,0,0
46.0,0,151107,1,10,0,3,2,4,1,0,1977,60,0,1
49.0,0,219751,4,9,0,4,2,0,1,0,0,40,0,0
40.0,0,85604,11,14,0,5,2,0,1,0,0,55,0,0
54.0,4,231482,4,9,0,1,2,0,1,0,0,40,21,0
24.0,0,138152,8,5,2,1,4,3,1,0,0,58,31,0
27.0,0,309196,6,12,2,4,3,0,0,0,0,40,0,0
33.0,0,91666,4,9,0,7,2,0,1,0,0,40,0,0
19.0,0,89734,1,10,2,2,4,2,1,0,0,42,0,0
27.0,0,79661,4,9,0,3,2,0,1,4386,0,40,0,1
39.0,0,197150,4,9,1,1,5,0,1,0,0,50,36,0
29.0,0,53448,10,8,0,2,2,1,1,0,0,50,11,0
44.0,1,255543,15,3,0,9,2,0,1,0,0,84,0,1
51.0,5,367209,14,16,5,5,3,0,1,0,0,70,0,1
37.0,0,226500,0,13,0,3,2,0,1,0,0,55,0,1
56.0,0,292710,4,9,0,3,2,0,1,0,0,40,0,1
19.0,0,235732,3,7,2,8,5,0,0,0,0,15,0,0
37.0,0,301614,0,13,2,7,4,0,1,0,0,40,0,0
18.0,0,261714,1,10,2,3,1,0,0,0,0,15,0,0
28.0,0,266316,9,4,0,1,2,0,1,3464,0,35,0,0
40.0,2,189941,0,13,0,5,2,0,1,3103,0,60,0,1
50.0,1,143535,11,14,0,5,2,0,1,0,0,40,0,0
31.0,0,234537,4,9,2,6,3,0,1,0,0,60,0,0
57.0,1,181435,3,7,1,2,5,0,1,4650,0,50,0,0
40.0,0,94210,0,13,0,3,2,0,1,0,0,50,0,1
44.0,0,344060,0,13,2,5,3,0,1,27828,0,40,0,1
40.0,0,301359,1,10,0,5,2,0,1,0,0,60,0,0
42.0,5,184527,1,10,2,4,5,0,0,0,0,45,0,0
41.0,3,333070,1,10,0,1,2,4,1,0,0,35,0,0
23.0,0,149574,1,10,5,2,3,0,1,0,0,45,0,0
41.0,1,34037,4,9,0,9,2,0,1,0,0,99,0,0
41.0,1,123502,1,10,2,3,1,0,1,0,0,40,0,0
29.0,1,267661,7,11,2,9,3,0,1,0,0,75,0,0
33.0,0,109920,0,13,2,8,3,4,0,0,0,40,0,0
43.0,0,134120,4,9,1,3,4,0,0,0,0,46,0,0
18.0,0,192254,1,10,2,3,1,0,0,0,0,10,0,0
67.0,1,94809,1,10,4,2,3,0,0,2346,0,33,0,0
21.0,0,183789,4,9,2,2,1,0,1,0,0,40,0,0
36.0,0,86643,10,8,0,7,2,0,1,0,0,48,0,0
24.0,0,198349,3,7,2,3,1,0,0,0,0,30,0,0
44.0,4,113597,4,9,0,1,2,0,1,0,0,40,0,0
22.0,3,280567,1,10,2,10,1,0,1,0,0,4,0,0
60.0,0,298967,9,4,0,10,2,0,1,0,0,15,0,0
31.0,1,134615,1,10,0,5,2,0,1,0,0,50,0,1
74.0,0,89852,10,8,0,6,2,0,1,0,0,11,0,0
30.0,0,289442,0,13,2,4,3,0,1,0,0,40,0,0
29.0,0,159109,3,7,2,10,5,0,1,0,0,40,0,0
47.0,0,105495,1,10,0,4,0,0,0,0,0,50,0,1
71.0,0,155093,7,11,4,8,3,0,0,0,0,20,0,0
33.0,0,312923,13,6,0,2,2,0,1,0,0,80,20,0
56.0,0,202435,4,9,4,7,5,0,0,0,0,30,0,0
24.0,1,49154,3,7,2,2,5,2,0,0,0,40,0,0
37.0,0,184456,0,13,0,3,2,0,1,0,0,40,0,1
52.0,0,95329,0,13,0,7,2,0,1,0,0,40,7,0
56.0,0,373216,4,9,0,8,2,0,1,0,0,48,0,0
52.0,0,204226,0,13,1,1,3,0,1,0,0,40,0,0
56.0,5,222745,14,16,0,10,2,0,1,0,0,56,0,0
54.0,0,106728,0,13,0,0,2,0,1,0,0,40,0,0
43.0,1,61287,0,13,0,4,2,0,1,0,0,60,0,0
68.0,0,146011,4,9,4,1,3,0,0,3273,0,42,0,0
38.0,0,166744,0,13,0,8,0,0,0,0,0,40,0,0
44.0,4,54651,11,14,0,5,2,0,1,0,0,40,0,1
23.0,0,131230,0,13,2,12,1,0,1,0,0,50,0,0
69.0,0,271312,4,9,4,8,3,0,0,0,0,40,0,0
52.0,0,163776,4,9,0,3,2,0,1,0,1902,60,0,1
24.0,0,230126,6,12,0,2,2,0,1,0,0,40,0,0
45.0,0,37718,0,13,0,5,2,0,1,0,0,40,0,1
43.0,0,245975,8,5,0,8,2,0,1,0,0,84,0,0
59.0,5,115439,0,13,0,4,2,0,1,0,1977,40,0,1
35.0,0,97554,6,12,0,4,2,0,1,0,0,50,0,1
43.0,0,109762,0,13,0,5,2,0,1,0,0,20,0,1
47.0,0,138342,3,7,0,9,2,0,1,0,0,40,0,0
48.0,0,275154,4,9,0,6,2,4,1,0,0,40,0,0
23.0,5,191165,1,10,2,12,3,0,1,0,0,15,0,0
51.0,0,277471,4,9,0,1,2,0,1,0,0,40,0,1
44.0,0,117936,4,9,0,1,2,4,1,0,0,40,0,0
24.0,0,249956,0,13,2,8,3,0,0,0,0,40,0,0
39.0,2,170502,11,14,1,4,3,4,1,0,0,70,0,1
19.0,0,202951,1,10,2,6,1,0,1,0,0,20,0,0
21.0,0,396722,1,10,2,2,1,0,0,0,0,25,0,0
49.0,0,93557,4,9,0,4,2,0,1,0,0,48,0,1
22.0,0,103805,1,10,2,2,1,0,1,0,0,36,0,0
59.0,0,92141,4,9,4,7,3,4,0,0,0,40,0,0
51.0,0,171924,4,9,0,1,2,0,1,7688,0,50,0,1
38.0,4,173804,0,13,1,5,1,0,0,0,0,38,0,0
45.0,0,139571,4,9,0,1,2,0,1,0,0,50,0,1
56.0,2,142076,1,10,0,9,2,0,1,0,0,60,0,0
27.0,4,68729,4,9,0,12,2,1,1,0,0,40,0,1
21.0,0,37783,1,10,2,4,3,0,0,0,0,38,0,0
55.0,1,183580,11,14,1,4,3,0,1,0,0,45,0,0
31.0,0,106637,1,10,1,8,5,0,0,0,0,20,0,0
57.0,1,411604,8,5,0,9,2,0,1,0,0,45,20,0
26.0,0,201663,11,14,2,5,3,4,1,0,0,40,0,0
51.0,0,153064,4,9,0,10,2,0,1,5013,0,40,0,0
35.0,0,212465,4,9,2,2,3,0,1,0,0,40,0,0
46.0,0,141221,0,13,0,8,2,1,1,0,0,40,15,1
38.0,4,289653,0,13,0,12,2,0,1,0,1628,48,0,0
24.0,0,219835,9,4,2,6,3,0,1,0,0,24,31,0
38.0,5,187119,11,14,1,4,3,0,0,0,0,50,0,1
49.0,0,406518,4,9,1,11,5,0,0,0,0,16,35,0
51.0,0,145105,1,10,2,10,3,0,1,0,0,30,0,0
72.0,0,171181,4,9,4,8,5,0,0,2329,0,20,0,0
60.0,0,80927,9,4,0,10,2,0,1,0,0,50,0,1
45.0,0,191357,7,11,0,1,2,0,1,0,0,40,0,0
21.0,0,153542,13,6,0,9,2,0,1,0,0,30,0,0
49.0,0,27802,1,10,0,1,2,0,1,0,1887,40,0,1
46.0,0,275792,0,13,2,4,5,4,0,0,0,40,0,0
62.0,3,162876,1,10,0,8,2,0,1,0,0,40,0,0
51.0,0,197600,0,13,0,4,2,0,1,0,0,50,0,1
50.0,0,134247,1,10,0,1,2,0,1,0,0,50,0,1
18.0,0,179597,4,9,2,2,3,0,1,0,0,20,0,0
71.0,0,148003,0,13,1,3,3,0,0,0,1911,38,0,1
30.0,0,185177,4,9,2,6,3,0,1,0,0,22,0,0
51.0,0,133069,13,6,4,3,5,0,0,0,0,40,0,0
36.0,0,177154,7,11,2,0,3,0,1,0,0,40,0,1
41.0,5,29324,4,9,1,8,5,0,0,0,0,45,0,0
38.0,5,54911,1,10,1,0,5,0,0,0,0,10,0,0
49.0,0,219611,0,13,0,4,2,0,1,0,0,75,0,1
42.0,5,200294,0,13,1,5,5,0,0,0,0,40,0,0
53.0,0,177063,1,10,0,3,2,0,1,0,0,45,0,1
21.0,0,140001,1,10,2,8,1,0,1,0,0,10,0,0
19.0,0,237433,4,9,2,5,3,0,0,4416,0,40,0,0
43.0,5,99185,0,13,1,5,3,0,0,0,0,40,0,0
47.0,1,52291,11,14,0,3,2,0,1,7688,0,45,0,1
30.0,0,247328,4,9,3,12,3,0,1,0,0,40,0,1
63.0,1,388594,5,15,0,5,2,0,1,15024,0,50,0,1
53.0,4,130730,4,9,1,8,4,0,0,0,0,35,0,0
23.0,0,115458,1,10,0,3,2,0,1,0,0,40,0,0
28.0,0,113866,4,9,1,8,5,0,0,0,0,40,0,0
61.0,0,284710,5,15,0,5,2,0,1,0,1902,45,29,1
60.0,4,168381,7,11,4,8,3,2,0,0,0,40,0,0
32.0,0,167063,0,13,0,0,2,0,1,0,0,40,0,0
47.0,0,33794,4,9,0,1,2,0,1,0,0,56,0,1
36.0,0,263574,7,11,0,8,0,0,0,0,0,40,0,0
24.0,0,95552,4,9,2,6,3,0,1,0,0,40,0,0
46.0,0,245724,0,13,0,4,2,0,1,3818,0,44,0,0
59.0,0,152731,13,6,0,10,2,0,1,0,0,40,0,0
30.0,0,366876,3,7,0,10,2,0,1,0,0,40,0,0
30.0,0,203488,0,13,2,5,3,0,1,0,0,60,0,0
38.0,0,30529,4,9,0,6,2,0,1,3411,0,40,0,0
57.0,0,201159,4,9,4,3,3,0,0,0,0,30,0,0
64.0,2,182158,5,15,0,5,2,0,1,99999,0,60,0,1
48.0,0,443377,11,14,2,5,3,0,1,0,0,60,0,0
28.0,0,101618,0,13,0,4,2,0,1,0,0,42,0,1
46.0,2,132576,4,9,0,3,2,0,1,0,1887,45,0,1
55.0,2,147098,4,9,1,4,5,0,1,0,2444,60,0,1
44.0,0,30424,6,12,1,4,3,0,0,0,1980,40,0,0
50.0,0,68898,7,11,0,12,2,0,1,0,0,40,0,0
58.0,0,158864,4,9,4,4,3,0,1,0,0,55,0,1
27.0,3,180103,7,11,2,0,5,4,1,1151,0,40,0,0
52.0,0,317625,11,14,1,5,5,0,0,0,0,40,0,0
30.0,0,80933,1,10,0,3,2,0,1,0,0,40,0,0
49.0,0,107373,13,6,0,10,2,0,1,0,0,99,0,1
32.0,1,220148,4,9,0,4,2,0,1,0,0,40,0,0
44.0,2,63503,0,13,0,3,2,0,1,0,0,60,9,1
63.0,0,210350,15,3,0,7,2,3,1,0,0,32,20,0
60.0,0,194589,0,13,0,5,2,0,1,7688,0,40,0,1
55.0,0,200453,1,10,0,0,2,0,1,0,0,40,0,0
77.0,1,101575,10,8,1,10,3,0,1,0,0,12,0,0
55.0,0,201232,11,14,0,4,2,0,1,0,0,55,0,1
51.0,0,168553,4,9,2,1,1,0,1,0,0,35,0,0
35.0,0,166606,1,10,0,4,2,0,1,0,0,40,0,0
33.0,0,106014,0,13,1,3,3,0,1,0,0,40,0,0
34.0,0,100882,0,13,0,3,2,0,1,0,0,47,0,1
52.0,5,108836,0,13,0,12,2,0,1,0,0,48,0,1
50.0,0,271493,4,9,1,8,3,0,0,0,0,40,0,0
48.0,4,204629,14,16,0,5,2,0,1,15024,0,45,4,1
24.0,0,153078,0,13,2,0,3,1,1,0,0,40,0,0
44.0,0,148316,6,12,0,2,2,0,1,0,0,40,0,0
40.0,0,293485,4,9,1,11,5,0,0,0,0,32,0,0
61.0,4,257105,1,10,1,1,5,0,1,0,0,40,0,0
60.0,0,248160,4,9,0,9,2,0,1,0,0,40,0,0
47.0,0,209057,1,10,1,1,5,0,1,0,0,40,0,1
30.0,3,243233,1,10,0,13,2,0,1,0,0,48,0,1
44.0,0,204314,4,9,0,2,0,4,0,0,0,38,0,1
60.0,0,108969,13,6,0,1,2,0,1,0,0,50,0,0
44.0,0,103397,4,9,1,6,4,0,0,0,0,40,0,0
33.0,0,198452,0,13,3,0,5,0,0,5455,0,40,0,0
38.0,0,216572,4,9,3,11,5,4,0,0,0,40,0,0
42.0,0,311920,0,13,0,4,0,0,0,0,1485,17,0,1
45.0,2,363298,0,13,0,4,2,4,1,0,0,45,0,1
40.0,0,146906,11,14,0,4,2,0,1,0,0,50,0,1
40.0,0,339814,1,10,0,4,2,0,1,0,0,40,0,1
60.0,0,169408,0,13,0,4,2,0,1,7298,0,40,0,1
40.0,1,308296,4,9,1,2,1,0,0,0,0,40,0,0
45.0,0,59380,0,13,2,5,3,0,0,0,0,40,0,0
51.0,1,195634,11,14,2,4,3,0,1,10520,0,20,0,1
31.0,3,180656,4,9,2,8,1,0,1,0,0,35,0,0
19.0,0,144793,3,7,2,7,1,0,1,0,0,40,0,0
24.0,4,56820,0,13,2,5,3,0,1,0,0,40,0,0
51.0,0,41414,8,5,2,2,3,4,0,0,0,40,0,0
28.0,1,160731,0,13,0,9,2,0,1,0,0,50,0,0
31.0,0,175778,6,12,2,8,3,0,0,0,0,40,0,0
19.0,0,230238,4,9,2,10,1,0,1,0,0,46,0,0
39.0,5,372130,11,14,0,5,2,4,1,5013,0,56,0,0
27.0,0,167501,0,13,0,5,0,0,0,0,0,40,0,0
39.0,0,141029,4,9,0,8,0,0,0,0,0,40,0,1
45.0,0,135525,11,14,1,8,5,0,0,0,0,40,0,0
21.0,0,522881,7,11,2,4,4,0,1,0,0,40,20,0
67.0,0,162009,13,6,0,12,2,0,1,0,0,16,0,0
28.0,0,365745,8,5,0,1,2,0,1,0,0,40,0,0
28.0,0,68393,4,9,2,2,3,0,0,0,0,46,0,0
48.0,0,203576,1,10,0,1,2,0,1,0,0,40,0,1
24.0,5,138513,0,13,2,5,3,0,1,0,0,20,0,0
23.0,0,39551,4,9,3,8,3,0,0,0,0,40,0,0
17.0,0,127366,13,6,2,2,1,0,0,0,0,20,0,0
21.0,0,183747,4,9,2,8,1,0,0,0,0,40,0,0
30.0,0,136331,4,9,0,8,2,0,1,0,0,40,0,0
53.0,0,81794,4,9,0,3,0,0,0,0,0,40,0,0
40.0,0,222596,0,13,0,5,2,0,1,0,0,60,0,1
39.0,0,108943,3,7,1,2,5,0,0,0,0,40,0,0
38.0,0,189092,7,11,0,1,2,0,1,0,0,43,0,0
33.0,0,152109,6,12,0,1,2,0,1,0,0,45,0,0
36.0,0,195565,0,13,1,4,5,0,0,0,0,40,0,0
53.0,0,255927,0,13,4,8,5,0,0,0,0,52,0,0
32.0,0,100734,4,9,2,4,3,0,0,0,0,50,0,0
52.0,4,266433,1,10,4,0,5,0,0,0,0,40,0,0
31.0,0,158672,3,7,3,2,3,0,1,0,0,38,3,0
35.0,0,102268,10,8,1,12,4,0,1,0,0,40,0,0
49.0,1,228399,4,9,1,7,5,4,0,0,0,40,0,0
28.0,0,298510,6,12,2,8,1,0,1,0,0,40,0,0
75.0,2,126225,4,9,0,4,2,0,1,0,0,40,0,1
43.0,0,228456,6,12,1,4,3,4,1,0,0,40,0,0
22.0,2,437161,4,9,2,8,5,4,0,0,0,40,0,0
43.0,3,183608,4,9,1,8,3,4,0,0,0,40,0,0
40.0,4,174395,0,13,0,4,2,0,1,0,0,60,0,1
29.0,0,221366,1,10,2,10,3,0,1,0,0,40,0,0
21.0,0,421010,3,7,0,1,2,0,1,0,0,60,0,0
44.0,0,245333,7,11,2,5,3,4,1,0,0,40,0,0
33.0,4,352277,1,10,0,8,2,0,1,3103,0,45,0,1
38.0,0,29874,0,13,2,3,3,0,1,0,0,48,0,1
29.0,0,77322,4,9,2,2,3,0,0,0,0,32,0,0
34.0,0,260560,4,9,0,1,2,0,1,0,0,55,0,1
27.0,2,217848,10,8,0,8,2,0,1,0,0,40,0,1
20.0,0,283731,4,9,2,1,3,0,1,0,0,40,0,0
35.0,5,190759,11,14,2,8,3,0,1,0,0,40,0,0
59.0,5,109567,1,10,0,4,2,0,1,0,0,40,0,1
19.0,1,209826,1,10,2,9,1,0,0,0,0,32,0,0
27.0,0,232801,13,6,1,7,4,0,0,0,0,40,0,0
41.0,0,154374,0,13,0,4,2,0,1,0,1887,50,0,1
35.0,2,126738,6,12,2,9,1,0,1,0,0,50,0,0
26.0,0,202156,4,9,0,2,1,0,0,0,0,30,0,0
32.0,0,195447,0,13,0,4,2,0,1,0,0,55,0,1
23.0,0,189203,7,11,2,8,3,0,1,0,0,50,0,0
21.0,0,223019,4,9,2,2,1,0,0,0,0,30,0,0
58.0,0,195878,4,9,0,4,2,0,1,0,0,24,12,0
58.0,0,163150,4,9,4,11,3,0,0,0,0,28,0,0
19.0,1,139278,4,9,2,3,1,0,1,0,0,20,0,0
29.0,0,196494,1,10,1,6,5,0,0,0,0,36,0,0
25.0,3,303704,6,12,1,8,3,0,0,0,0,40,0,0
29.0,0,304082,6,12,2,5,3,0,1,0,0,40,38,0
18.0,0,106943,3,7,2,3,1,0,0,0,0,12,0,0
23.0,0,220993,1,10,2,2,1,0,1,0,0,35,0,0
52.0,0,83984,1,10,0,3,1,0,0,0,0,40,0,0
23.0,5,340605,0,13,2,8,3,0,0,0,0,12,0,0
18.0,0,379710,4,9,2,3,1,0,0,0,0,20,0,0
39.0,0,145933,0,13,0,1,2,0,1,15024,0,55,0,1
34.0,1,208068,8,5,0,1,2,3,1,0,0,40,31,0
39.0,0,172718,1,10,1,3,5,0,0,0,0,40,0,0
30.0,0,53285,7,11,0,7,2,0,1,0,0,40,0,0
50.0,0,139793,1,10,1,8,5,0,0,3418,0,38,0,0
32.0,0,144064,4,9,2,8,5,0,1,0,0,40,0,0
29.0,0,182676,13,6,2,2,1,0,0,0,0,38,20,0
29.0,0,108574,4,9,1,2,3,0,0,0,0,30,0,0
31.0,1,163845,4,9,1,2,5,0,0,0,0,40,0,0
25.0,0,344804,15,3,5,6,4,0,1,0,0,40,20,0
30.0,5,252818,1,10,2,5,3,0,0,0,0,40,0,0
56.0,4,114231,13,6,4,2,5,0,0,0,0,25,0,0
42.0,0,111895,1,10,0,1,2,0,1,0,1887,40,0,1
52.0,0,128814,1,10,1,2,5,0,0,0,0,50,0,0
37.0,0,168941,11,14,0,4,2,0,1,0,0,55,0,1
27.0,0,212578,1,10,2,2,1,0,1,0,1721,20,0,0
19.0,0,192773,4,9,2,2,1,0,0,0,0,24,0,0
37.0,5,180667,4,9,0,12,2,0,1,0,0,40,0,0
46.0,0,186172,4,9,0,1,2,0,1,0,0,50,0,1
33.0,0,309590,4,9,2,2,3,4,1,0,0,40,18,0
40.0,0,34178,1,10,1,1,5,0,1,0,0,40,0,1
44.0,0,103759,0,13,0,0,2,0,1,0,0,40,0,1
34.0,5,137900,0,13,2,5,3,0,0,0,0,48,0,1
60.0,0,223911,1,10,5,8,5,4,0,0,0,40,0,0
48.0,0,55720,1,10,0,10,2,0,1,2407,0,40,0,0
39.0,0,123535,3,7,0,2,2,3,1,0,0,40,31,0
24.0,0,479296,8,5,2,3,1,0,1,0,0,48,0,0
28.0,0,134890,4,9,0,1,2,0,1,0,0,40,0,1
33.0,0,183887,4,9,0,1,2,4,1,0,1902,46,0,1
28.0,0,55360,4,9,2,3,4,4,1,0,0,40,0,0
34.0,0,113211,6,12,0,5,0,0,0,0,0,45,0,1
25.0,0,224203,3,7,0,1,2,3,1,0,0,40,0,0
28.0,0,113635,10,8,2,1,3,0,1,0,0,40,0,0
23.0,0,52262,7,11,0,1,2,0,1,0,0,40,0,0
25.0,4,202300,1,10,2,8,1,0,0,0,0,40,0,0
19.0,0,307761,4,9,2,3,1,0,1,0,0,15,0,0
48.0,0,324655,0,13,2,5,3,0,1,0,0,40,0,0
60.0,0,23336,11,14,1,3,3,0,1,0,0,50,0,0
26.0,0,206199,3,7,2,10,3,4,1,0,0,40,0,0
38.0,3,365430,4,9,1,1,5,0,1,0,0,40,0,0
53.0,0,42740,1,10,3,2,1,0,0,0,0,39,0,0
30.0,0,160594,4,9,0,1,2,0,1,0,0,40,0,0
53.0,2,202069,1,10,0,4,0,4,0,0,0,30,0,0
41.0,2,60414,0,13,0,4,2,0,1,0,0,99,0,1
42.0,0,340885,4,9,2,1,3,0,1,0,0,50,0,0
22.0,0,194096,0,13,2,2,1,0,0,0,0,20,0,0
27.0,5,222506,0,13,2,5,3,4,0,0,0,60,0,0
44.0,0,55191,5,15,2,5,3,4,0,0,0,40,0,0
58.0,0,88572,4,9,1,8,5,0,0,0,0,45,0,0
28.0,0,216757,14,16,2,5,1,0,1,0,0,30,0,0
48.0,0,57534,1,10,0,7,2,0,1,0,0,40,0,0
41.0,1,201908,1,10,0,1,2,0,1,0,0,40,0,0
50.0,4,237868,11,14,0,5,2,0,1,0,0,40,0,0
46.0,0,285570,4,9,0,1,2,0,1,0,0,40,0,0
35.0,0,187625,1,10,0,3,0,0,0,0,0,40,0,1
24.0,0,376755,1,10,2,2,5,0,0,0,0,20,0,0
56.0,4,137078,11,14,0,5,2,0,1,0,0,40,0,0
42.0,0,175943,0,13,2,8,1,0,0,0,0,35,0,0
27.0,0,211208,3,7,3,3,3,0,1,0,0,40,0,0
35.0,0,105821,7,11,0,8,2,0,1,0,0,36,0,0
49.0,0,205694,4,9,2,2,1,0,0,0,0,40,4,0
39.0,0,148485,1,10,0,1,2,0,1,0,0,50,0,0
28.0,0,142264,7,11,2,2,3,0,1,0,0,40,0,0
45.0,1,125892,4,9,0,4,2,0,1,0,0,50,0,0
66.0,0,250226,4,9,4,3,3,0,0,0,0,16,0,0
19.0,0,300679,1,10,2,1,1,0,0,0,0,40,0,0
18.0,0,112626,1,10,2,11,1,0,0,0,0,15,0,0
47.0,0,153883,0,13,0,5,2,4,1,7688,0,45,0,1
48.0,0,103648,7,11,1,0,5,0,0,0,0,41,0,0
49.0,4,331650,11,14,1,5,5,0,0,9562,0,32,0,1
50.0,2,171338,11,14,0,3,2,0,1,15024,0,40,0,1
47.0,1,178319,5,15,0,5,2,0,1,0,1902,42,0,1
30.0,0,217460,0,13,0,5,2,0,1,0,0,40,0,0
44.0,1,182653,1,10,2,1,3,0,1,0,0,20,0,0
47.0,0,459189,4,9,0,10,2,0,1,0,0,40,0,1
52.0,0,87858,4,9,0,6,2,4,1,0,0,40,0,1
